Price,Close,High,Low,Open,Volume,SMA_fast,SMA_slow,Signal,Action
2025-09-02,121.41100311279297,121.54000091552734,118.27999877929688,119.69999694824219,23033000,121.20665016174317,,0.0,0.0
2025-09-03,122.61799621582031,122.69999694824219,120.33799743652344,120.51399993896484,24715000,121.59819984436035,,0.0,0.0
2025-09-04,125.74800109863281,125.74800109863281,122.30899810791016,122.31999969482422,30235000,121.99319992065429,,0.0,0.0
2025-09-05,124.38200378417969,126.70999908447266,123.9020004272461,126.0,23797000,122.31044998168946,,0.0,0.0
2025-09-08,124.47599792480469,125.2040023803711,123.19999694824219,124.85399627685547,19151000,122.4760498046875,,0.0,0.0
2025-09-09,126.32499694824219,126.5719985961914,124.66699981689453,124.66699981689453,22197000,122.7007495880127,,0.0,0.0
2025-09-10,124.77100372314453,126.69999694824219,124.63600158691406,126.39700317382812,27010000,122.81289978027344,,0.0,0.0
2025-09-11,120.3499984741211,125.34500122070312,119.19999694824219,125.0999984741211,56823000,122.80819969177246,,0.0,0.0
2025-09-12,118.84400177001953,121.1780014038086,118.23999786376953,120.30599975585938,37849000,122.59759979248047,,0.0,0.0
2025-09-15,120.22599792480469,120.7239990234375,117.32099914550781,118.83999633789062,29093000,122.41414985656738,,0.0,0.0
2025-09-16,120.0510025024414,120.9000015258789,119.72799682617188,120.56400299072266,24047000,122.19124984741211,,0.0,0.0
2025-09-17,122.8499984741211,123.39299774169922,120.66100311279297,122.10199737548828,34598000,122.2629997253418,,0.0,0.0
2025-09-18,120.77799987792969,123.30000305175781,120.55000305175781,122.08200073242188,31691000,122.23259963989258,,0.0,0.0
2025-09-19,122.6969985961914,122.99500274658203,120.80999755859375,121.86199951171875,49476000,122.33639945983887,,0.0,0.0
2025-09-22,122.73699951171875,122.97599792480469,121.42400360107422,122.19000244140625,25468000,122.44999961853027,,0.0,0.0
2025-09-23,121.84700012207031,122.77899932861328,120.84700012207031,122.73300170898438,24991000,122.45199966430664,,0.0,0.0
2025-09-24,120.3949966430664,122.1500015258789,119.41999816894531,121.86100006103516,27731000,122.34129943847657,,0.0,0.0
2025-09-25,120.8239974975586,121.68399810791016,119.1510009765625,120.30899810791016,19978000,122.26499938964844,,0.0,0.0
2025-09-26,121.06099700927734,121.4000015258789,120.0,120.54199981689453,19450000,122.16079940795899,,0.0,0.0
2025-09-29,120.64099884033203,122.4489974975586,118.75399780273438,120.5,30332000,122.15159950256347,,0.0,0.0
2025-09-30,119.89199829101562,120.8499984741211,117.80000305175781,120.64099884033203,38303000,122.07564926147461,,0.0,0.0
2025-10-01,117.08999633789062,117.91400146484375,116.32099914550781,117.54900360107422,41102000,121.79924926757812,,0.0,0.0
2025-10-02,116.25299835205078,116.33300018310547,113.4000015258789,116.1500015258789,46855000,121.32449913024902,,0.0,0.0
2025-10-03,115.33200073242188,116.80000305175781,114.3219985961914,116.5,31374000,120.87199897766114,,0.0,0.0
2025-10-06,116.33100128173828,116.35800170898438,114.54499816894531,116.03700256347656,29686000,120.46474914550781,,0.0,0.0
2025-10-07,119.10600280761719,120.13700103759766,117.74600219726562,117.77899932861328,33091000,120.10379943847656,,0.0,0.0
2025-10-08,121.42500305175781,121.73899841308594,119.19999694824219,119.71099853515625,28514000,119.93649940490722,,0.0,0.0
2025-10-09,123.10700225830078,123.75,121.18199920654297,121.42500305175781,28241000,120.07434959411621,,0.0,0.0
2025-10-10,122.00800323486328,124.69999694824219,121.91000366210938,122.9000015258789,42798000,120.2325496673584,,0.0,0.0
2025-10-13,121.90299987792969,123.11199951171875,120.68099975585938,122.13500213623047,24608000,120.31639976501465,,0.0,0.0
2025-10-14,121.53500366210938,122.42900085449219,120.30999755859375,121.4749984741211,23624000,120.39059982299804,,0.0,0.0
2025-10-15,120.3290023803711,121.96199798583984,120.16100311279297,121.3010025024414,20252000,120.26455001831054,,0.0,0.0
2025-10-16,118.35900115966797,121.6709976196289,117.5999984741211,121.21499633789062,28326000,120.14360008239746,,0.0,0.0
2025-10-17,119.93599700927734,120.31199645996094,117.8949966430664,118.36000061035156,29571000,120.00555000305175,,0.0,0.0
2025-10-20,123.85600280761719,124.7760009765625,120.69000244140625,120.78800201416016,39862000,120.06150016784667,,0.0,0.0
2025-10-21,124.13500213623047,124.86000061035156,123.1760025024414,124.28299713134766,65082000,120.17590026855468,,0.0,0.0
2025-10-22,111.63700103759766,115.76000213623047,111.2509994506836,114.29000091552734,147890000,119.73800048828124,,0.0,0.0
2025-10-23,111.35900115966797,112.78299713134766,109.9729995727539,112.69000244140625,68497000,119.26475067138672,,0.0,0.0
2025-10-24,109.46900177001953,111.45099639892578,109.44100189208984,111.0999984741211,60280000,118.68515090942383,,0.0,0.0
2025-10-27,109.45600128173828,110.22799682617188,108.7300033569336,110.06700134277344,46911000,118.12590103149414,,0.0,0.0
2025-10-28,110.25,111.697998046875,109.3010025024414,109.4000015258789,40209000,117.64380111694337,,0.0,0.0
2025-10-29,110.04100036621094,110.8550033569336,109.5999984741211,109.98400115966797,33995000,117.29135131835938,,0.0,0.0
2025-10-30,108.9000015258789,110.61599731445312,108.81099700927734,109.44000244140625,41581000,116.92370147705078,,0.0,0.0
2025-10-31,111.88600158691406,113.48799896240234,110.197998046875,110.53900146484375,68665000,116.75140151977538,,0.0,0.0
2025-11-03,110.00900268554688,113.3499984741211,107.51499938964844,113.3239974975586,58634000,116.43530158996582,,0.0,0.0
2025-11-04,109.2959976196289,110.45999908447266,108.66799926757812,109.9990005493164,38718000,115.9448013305664,,0.0,0.0
2025-11-05,109.84600067138672,110.08499908447266,107.33699798583984,108.5,35539000,115.36585121154785,,0.0,0.0
2025-11-06,109.7020034790039,110.37000274658203,108.51300048828125,109.45800018310547,36532000,114.695601272583,,0.0,0.0
2025-11-07,110.36599731445312,110.8219985961914,108.75,109.41799926757812,44125000,114.1135009765625,,0.0,0.0
2025-11-10,112.00700378417969,112.81999969482422,110.40499877929688,110.6719970703125,36929000,113.618701171875,,0.0,0.0
2025-11-11,113.64399719238281,113.9219970703125,111.27999877929688,111.76000213623047,27966000,113.22415084838867,,0.0,0.0
2025-11-12,115.75,116.43399810791016,112.82599639892578,113.81700134277344,39221000,112.99520072937011,,0.0,0.0
2025-11-13,115.4229965209961,116.73300170898438,114.56900024414062,115.8499984741211,40144000,112.84840049743653,,0.0,0.0
2025-11-14,111.21700286865234,114.27300262451172,110.72100067138672,114.27300262451172,47607000,112.41245079040527,,0.0,0.0
2025-11-17,110.29000091552734,111.8499984741211,109.55000305175781,110.75,26082700,111.73415069580078,,0.0,0.0
2025-11-18,114.08999633789062,115.25,109.19999694824219,110.29000091552734,43440600,111.23190040588379,,0.0,0.0
2025-11-19,110.0,113.33999633789062,108.61000061035156,113.0,31868100,111.15005035400391,,0.0,0.0
2025-11-20,105.66999816894531,111.0999984741211,105.38999938964844,111.0,36918500,110.86560020446777,,0.0,0.0
2025-11-21,104.30999755859375,106.52999877929688,103.80999755859375,105.12999725341797,41232700,110.60764999389649,,0.0,0.0
2025-11-24,106.97000122070312,108.04000091552734,103.31999969482422,104.25,62918300,110.48334999084473,,0.0,0.0
2025-11-25,104.4000015258789,106.30000305175781,103.81999969482422,106.12000274658203,35122600,110.19085006713867,,0.0,0.0
2025-11-26,106.13999938964844,106.94999694824219,105.22000122070312,105.73999786376953,27951000,109.99580001831055,,0.0,0.0
2025-11-28,107.58000183105469,107.94000244140625,106.23999786376953,106.44000244140625,15021600,109.92980003356934,,0.0,0.0
2025-12-01,109.12999725341797,109.33999633789062,106.30999755859375,106.51000213623047,24873400,109.79199981689453,,0.0,0.0
2025-12-02,109.3499984741211,109.7300033569336,107.5199966430664,109.20999908447266,25763000,109.75904960632325,,0.0,0.0
2025-12-03,103.95999908447266,106.87000274658203,102.02999877929688,106.58999633789062,53593400,109.49224967956543,,0.0,0.0
2025-12-04,103.22000122070312,103.80000305175781,101.7699966430664,103.56999969482422,51779100,109.16094970703125,,0.0,0.0
2025-12-05,100.23999786376953,104.79000091552734,97.73999786376953,98.77999877929688,133363600,108.68784942626954,,0.0,0.0
2025-12-08,96.79000091552734,99.88999938964844,95.30000305175781,99.87000274658203,100906300,108.00904960632325,,0.0,0.0
2025-12-09,96.70999908447266,97.23999786376953,95.44999694824219,97.02999877929688,51745600,107.24419937133788,,0.0,0.0
2025-12-10,92.70999908447266,96.97000122070312,92.3499984741211,96.73999786376953,74129300,106.19749946594239,,0.0,0.0
2025-12-11,94.08999633789062,94.81999969482422,92.76000213623047,93.9000015258789,43949000,105.11449928283692,115.97715003967285,0.0,0.0
2025-12-12,95.19000244140625,96.91999816894531,94.6500015258789,95.5,49323100,104.10284957885742,115.75227005004882,0.0,0.0
2025-12-15,93.7699966430664,96.37000274658203,93.52999877929688,96.0199966430664,40016500,103.23049926757812,115.50921005249023,0.0,0.0
2025-12-16,94.56999969482422,94.93000030517578,93.31999969482422,93.87999725341797,34265000,102.44449920654297,115.27442001342773,0.0,0.0
2025-12-17,94.79000091552734,97.33000183105469,94.45999908447266,95.9800033569336,50472800,101.4794994354248,115.04772003173828,0.0,0.0
2025-12-18,94.0,95.80999755859375,93.58999633789062,95.0199966430664,37244700,100.6794994354248,114.81898002624511,0.0,0.0
2025-12-19,94.38999938964844,95.54000091552734,93.44999694824219,93.56999969482422,78990200,100.11549949645996,114.57868003845215,0.0,0.0
2025-12-22,93.2300033569336,94.70999908447266,92.91000366210938,94.70999908447266,39484800,99.56149978637696,114.35158004760743,0.0,0.0
2025-12-23,93.5,93.80999755859375,91.33000183105469,93.4000015258789,25896200,98.8879997253418,114.1279800415039,0.0,0.0
2025-12-24,93.63999938964844,93.68000030517578,92.66999816894531,93.11000061035156,12427900,98.34999961853028,113.89339004516602,0.0,0.0
2025-12-26,94.47000122070312,94.69000244140625,93.2699966430664,93.4800033569336,22068300,97.76649971008301,113.69022003173828,0.0,0.0
2025-12-29,94.1500015258789,94.97000122070312,93.62999725341797,93.98999786376953,24493700,97.09499969482422,113.45324005126953,0.0,0.0
2025-12-30,93.77999877929688,93.98999786376953,93.33999633789062,93.5199966430664,23422000,96.32749977111817,113.21067001342773,0.0,0.0
2025-12-31,93.76000213623047,94.30999755859375,93.19999694824219,93.5999984741211,23495200,95.54799995422363,112.9366300201416,0.0,0.0
2026-01-02,90.98999786376953,94.12999725341797,90.80999755859375,94.12999725341797,41155400,94.89949989318848,112.62821998596192,0.0,0.0
2026-01-05,91.45999908447266,92.62999725341797,90.83999633789062,90.91999816894531,39183300,94.31149978637696,112.31753997802734,0.0,0.0
2026-01-06,90.6500015258789,91.63999938964844,89.73999786376953,91.54000091552734,43331000,93.83199996948242,112.01959999084472,0.0,0.0
2026-01-07,90.7300033569336,92.41999816894531,90.05999755859375,91.55999755859375,36525700,93.52900009155273,111.69634002685547,0.0,0.0
2026-01-08,90.52999877929688,91.25,89.58000183105469,90.44999694824219,40068700,93.22000007629394,111.36269004821777,0.0,0.0
2026-01-09,89.45999908447266,90.05000305175781,88.31999969482422,90.02999877929688,55579500,93.05750007629395,111.01220001220703,0.0,0.0
2026-01-12,89.41000366210938,90.33999633789062,89.33000183105469,89.69000244140625,36290600,92.82350044250488,110.69215003967285,0.0,0.0
2026-01-13,90.31999969482422,91.1500015258789,89.06999969482422,89.44000244140625,45221100,92.58000030517579,110.38149002075195,0.0,0.0
2026-01-14,88.55000305175781,91.58000183105469,87.94999694824219,91.23999786376953,49737700,92.31900062561036,110.06078002929688,0.0,0.0
2026-01-15,88.05000305175781,89.88999938964844,87.81999969482422,89.0199966430664,36945100,91.99300079345703,109.73663009643555,0.0,0.0
2026-01-16,88.0,88.51000213623047,87.77999877929688,88.33999633789062,48130500,91.65350074768067,109.39856010437012,0.0,0.0
2026-01-20,87.26000213623047,89.9000015258789,87.0199966430664,88.97000122070312,109729700,91.31650085449219,109.04507011413574,0.0,0.0
2026-01-21,85.36000061035156,86.0,81.93000030517578,82.5199966430664,127940700,90.86500091552735,108.67517013549805,0.0,0.0
2026-01-22,83.54000091552734,85.0999984741211,82.9800033569336,85.0199966430664,69113300,90.38050079345703,108.27912017822266,0.0,0.0
2026-01-23,86.12000274658203,86.30000305175781,83.27999877929688,83.43000030517578,64520400,90.01150093078613,107.93207023620606,0.0,0.0
2026-01-26,85.69999694824219,86.94000244140625,85.3499984741211,86.91999816894531,40941900,89.61450080871582,107.57496017456054,0.0,0.0
2026-01-27,85.58000183105469,85.5999984741211,83.87999725341797,85.27999877929688,37790800,89.1700008392334,107.20458023071289,0.0,0.0
2026-01-28,84.63999938964844,86.47000122070312,84.30000305175781,85.62999725341797,37762600,88.69450073242187,106.79350021362305,0.0,0.0
2026-01-29,83.16000366210938,84.37999725341797,82.3499984741211,84.30999755859375,42278100,88.1635009765625,106.38128021240234,0.0,0.0
2026-01-30,83.48999786376953,84.05999755859375,82.77999877929688,83.0999984741211,45755000,87.65000076293946,105.971420211792,0.0,0.0
2026-02-02,82.76000213623047,85.2699966430664,82.72000122070312,83.52999877929688,41445300,87.2385009765625,105.53577026367188,0.0,0.0
2026-02-03,79.94000244140625,82.44999694824219,79.62000274658203,82.2300033569336,49789000,86.66250114440918,105.08746025085449,0.0,0.0
2026-02-04,80.16000366210938,81.44000244140625,79.2300033569336,79.98999786376953,48963200,86.1380012512207,104.68556030273437,0.0,0.0
2026-02-05,80.87000274658203,83.30000305175781,80.54000091552734,81.48999786376953,54805700,85.64500122070312,104.3058203125,0.0,0.0
2026-02-06,82.19999694824219,82.48999786376953,80.6500015258789,81.0199966430664,46154100,85.22850112915039,103.92556030273437,0.0,0.0
2026-02-09,81.47000122070312,82.20999908447266,79.87000274658203,82.18000030517578,42200200,84.82900123596191,103.539750289917,0.0,0.0
2026-02-10,82.20999908447266,84.66000366210938,82.08999633789062,82.72000122070312,43595800,84.46900100708008,103.13335029602051,0.0,0.0
2026-02-11,79.62000274658203,82.4800033569336,79.44999694824219,81.95999908447266,40840300,83.93400115966797,102.72177032470704,0.0,0.0
2026-02-12,75.86000061035156,79.1500015258789,75.2300033569336,79.11000061035156,73516100,83.29950103759765,102.25340034484863,0.0,0.0
2026-02-13,76.87000274658203,77.18000030517578,75.52999877929688,76.13999938964844,42292100,82.74050102233886,101.79473037719727,0.0,0.0
2026-02-17,77.0,77.87000274658203,75.30000305175781,76.91999816894531,35961500,82.19050102233886,101.34626037597656,0.0,0.0
2026-02-18,77.98999786376953,78.31999969482422,76.27999877929688,77.31999969482422,29883100,81.72700080871581,100.9222103881836,0.0,0.0
2026-02-19,77.0,78.69999694824219,76.58999633789062,77.75,30139200,81.30900077819824,100.48397041320801,0.0,0.0
2026-02-20,78.66999816894531,78.8499984741211,76.4000015258789,76.61000061035156,32411300,81.06550064086915,100.06006042480469,0.0,0.0
2026-02-23,76.0199966430664,77.83000183105469,75.01000213623047,77.79000091552734,38363000,80.56050033569336,99.61385040283203,0.0,0.0
2026-02-24,78.04000091552734,78.12000274658203,75.20999908447266,75.7300033569336,33079100,80.17750053405761,99.19533042907715,0.0,0.0
2026-02-25,82.69999694824219,83.12000274658203,79.25,79.43000030517578,69319300,80.03350028991699,98.85143043518066,0.0,0.0
2026-02-26,84.58999633789062,86.5,82.80000305175781,83.19999694824219,85642500,80.0310001373291,98.53480041503906,0.0,0.0
2026-02-27,96.23999786376953,96.75,90.58000183105469,94.30000305175781,200767000,80.68499984741212,98.34388038635254,0.0,0.0
2026-03-02,97.08999633789062,98.06999969482422,95.19999694824219,95.26000213623047,79915400,81.36499977111816,98.15147033691406,0.0,0.0
2026-03-03,97.69999694824219,98.45999908447266,95.33000183105469,96.01000213623047,59149000,82.11199951171875,97.93741027832031,0.0,0.0
2026-03-04,98.66000366210938,99.75,96.98999786376953,97.11000061035156,52604300,83.04799957275391,97.70976028442382,0.0,0.0
2026-03-05,99.16999816894531,100.19000244140625,98.0999984741211,98.5,53403000,83.99849929809571,97.47039024353028,0.0,0.0
2026-03-06,99.0199966430664,99.87999725341797,97.4000015258789,99.33000183105469,41196300,84.90599899291992,97.24051017761231,0.0,0.0
2026-03-09,98.31999969482422,98.94000244140625,96.58000183105469,97.69999694824219,48589000,85.71199913024903,97.00468017578125,0.0,0.0
2026-03-10,96.94000244140625,98.48999786376953,96.29000091552734,97.80999755859375,41027200,86.48549919128418,96.75873016357421,0.0,0.0
2026-03-11,94.88999938964844,98.0,94.69000244140625,97.41000366210938,33962900,87.11949920654297,96.50434013366699,0.0,0.0
2026-03-12,94.30999755859375,95.4000015258789,93.87000274658203,94.86000061035156,34206900,87.85399894714355,96.26385009765625,0.0,0.0
2026-03-13,95.30999755859375,95.68000030517578,94.23999786376953,94.63999938964844,29876700,88.82649879455566,96.01759010314942,0.0,0.0
2026-03-16,95.19999694824219,96.0999984741211,94.36000061035156,95.58000183105469,34931800,89.74299850463868,95.73103004455567,0.0,0.0
2026-03-17,94.36000061035156,96.33999633789062,94.01000213623047,95.30000305175781,26434500,90.61099853515626,95.43328002929688,0.0,0.0
2026-03-18,94.69999694824219,95.33999633789062,93.61000061035156,94.44999694824219,27878300,91.44649848937988,95.26390998840333,0.0,0.0
2026-03-19,91.73999786376953,95.75,90.77999877929688,94.30999755859375,40169300,92.18349838256836,95.06771995544433,0.0,0.0
2026-03-20,91.81999969482422,91.87999725341797,90.69000244140625,91.30999755859375,61678000,92.8409984588623,94.89122993469238,0.0,0.0
2026-03-23,93.37999725341797,93.9800033569336,91.86000061035156,92.04000091552734,34315900,93.70899848937988,94.73046989440918,0.0,0.0
2026-03-24,90.91999816894531,93.73999786376953,90.81999969482422,92.79000091552734,28938000,94.35299835205078,94.53716987609863,0.0,0.0
2026-03-25,92.27999877929688,92.5199966430664,91.23999786376953,91.70999908447266,29545600,94.83199844360351,94.3595598602295,1.0,1.0
2026-03-26,93.31999969482422,95.86000061035156,91.01000213623047,91.5199966430664,59522000,95.2684986114502,94.20375984191895,1.0,0.0
2026-03-27,93.43000030517578,95.58000183105469,92.73999786376953,94.56999969482422,44590700,95.12799873352051,94.01919982910157,1.0,0.0
2026-03-30,92.97000122070312,94.48999786376953,92.22000122070312,92.75,32375100,94.92199897766113,93.84880981445312,1.0,0.0
2026-03-31,96.1500015258789,96.26000213623047,93.02999877929688,93.02999877929688,54270000,94.84449920654296,93.71734985351563,1.0,0.0
2026-04-01,95.55000305175781,97.19999694824219,94.26000213623047,96.47000122070312,30439300,94.68899917602539,93.57438987731933,1.0,0.0
2026-04-02,98.66000366210938,98.70999908447266,95.16999816894531,95.2699966430664,37068000,94.66349945068359,93.4639698791504,1.0,0.0
2026-04-06,98.93000030517578,102.69000244140625,97.97000122070312,100.95999908447266,37029300,94.65899963378907,93.34960990905762,1.0,0.0
2026-04-07,98.81999969482422,99.87999725341797,98.25,98.55000305175781,25016700,94.68399963378906,93.21773986816406,1.0,0.0
2026-04-08,99.38999938964844,100.4000015258789,97.44000244140625,100.31999969482422,30957600,94.80649948120117,93.07519989013672,1.0,0.0
2026-04-09,102.05000305175781,102.33999633789062,99.08000183105469,99.62999725341797,35087800,95.16449966430665,92.9381999206543,1.0,0.0
2026-04-10,103.01000213623047,103.08000183105469,101.45999908447266,102.47000122070312,25769900,95.59949989318848,92.81406997680664,1.0,0.0
2026-04-13,103.16000366210938,103.66999816894531,102.05999755859375,103.02999877929688,26042800,95.99200019836425,92.73349998474121,1.0,0.0
2026-04-14,106.27999877929688,106.56999969482422,103.04000091552734,103.12000274658203,40534900,96.54600028991699,92.69339996337891,1.0,0.0
2026-04-15,107.70999908447266,107.8499984741211,105.04000091552734,105.9800033569336,38023700,97.21350021362305,92.62959999084472,1.0,0.0
2026-04-16,107.79000091552734,108.94999694824219,106.62000274658203,107.47000122070312,64928300,97.86800041198731,92.6075,1.0,0.0
2026-04-17,97.30999755859375,98.73999786376953,95.0999984741211,96.37000274658203,125958700,98.14650039672851,92.52389999389648,1.0,0.0
2026-04-20,94.83000183105469,97.5999984741211,93.54000091552734,97.13999938964844,63298300,98.29700050354003,92.4291000366211,1.0,0.0
2026-04-21,92.58000183105469,94.6500015258789,92.37000274658203,94.0,61962300,98.25700073242187,92.28520004272461,1.0,0.0
2026-04-22,93.23999786376953,93.8499984741211,92.7699966430664,93.05999755859375,33694300,98.37300071716308,92.17360000610351,1.0,0.0
2026-04-23,92.81999969482422,94.63999938964844,92.06999969482422,94.05999755859375,36851700,98.40000076293946,92.04040000915528,1.0,0.0
2026-04-24,92.44000244140625,93.27999877929688,91.80000305175781,92.56999969482422,32553200,98.35600090026855,91.88900001525879,1.0,0.0
2026-04-27,91.37000274658203,92.83999633789062,91.30000305175781,92.05000305175781,29707400,98.25300102233886,91.71140007019044,1.0,0.0
2026-04-28,92.2699966430664,92.33999633789062,90.0199966430664,91.5,33418100,98.21800079345704,91.54060005187988,1.0,0.0
2026-04-29,92.12000274658203,92.86000061035156,90.86000061035156,91.2300033569336,26122100,98.0165008544922,91.42220008850097,1.0,0.0
2026-04-30,93.61000061035156,94.22000122070312,90.7699966430664,91.3499984741211,40923000,97.91950073242188,91.32610008239746,1.0,0.0
2026-05-01,92.05999755859375,94.69999694824219,91.9000015258789,94.41999816894531,30406900,97.5895004272461,91.2443000793457,1.0,0.0
2026-05-04,91.0199966430664,92.33000183105469,90.88999938964844,92.0999984741211,25928800,97.19400024414062,91.18660003662109,1.0,0.0
2026-05-05,87.88999938964844,91.27999877929688,87.56999969482422,91.18000030517578,51961300,96.64750022888184,91.09840003967285,1.0,0.0
2026-05-06,88.2699966430664,88.55000305175781,86.72000122070312,87.1500015258789,41932400,96.09150009155273,91.0540000152588,1.0,0.0
2026-05-07,88.25,89.4000015258789,88.12999725341797,88.19999694824219,30627600,95.40149993896485,90.99560005187988,1.0,0.0
2026-05-08,87.48999786376953,88.04000091552734,87.20999908447266,87.70999908447266,36215100,94.6254997253418,90.91860000610352,1.0,0.0
2026-05-11,85.44999694824219,87.33999633789062,85.0999984741211,86.52999877929688,40556500,93.73999938964843,90.83540000915528,1.0,0.0
2026-05-12,87.66000366210938,89.16999816894531,85.80999755859375,85.91000366210938,43556600,92.80899963378906,90.76630004882813,1.0,0.0
2026-05-13,87.55999755859375,88.62000274658203,86.27999877929688,86.56999969482422,30823500,91.80149955749512,90.6940000152588,1.0,0.0
2026-05-14,86.94000244140625,88.5,86.6500015258789,87.62000274658203,29408300,90.75899963378906,90.62340003967284,1.0,0.0
2026-05-15,87.0199966430664,89.48999786376953,86.69000244140625,87.69000244140625,32335700,90.2444995880127,90.54970001220703,0.0,-1.0
2026-05-18,89.6500015258789,89.81999969482422,86.33000183105469,86.5,35800500,89.98549957275391,90.51389999389649,0.0,0.0
2026-05-19,89.33000183105469,91.4800033569336,88.69000244140625,90.13999938964844,34545700,89.8229995727539,90.47220001220703,0.0,0.0
2026-05-20,88.08999633789062,88.55000305175781,87.5,88.5199966430664,23463400,89.56549949645996,90.41669998168945,0.0,0.0
2026-05-21,89.30000305175781,90.37000274658203,87.5199966430664,88.02999877929688,28613900,89.38949966430664,90.365,0.0,0.0
2026-05-22,88.5999984741211,89.97000122070312,88.16999816894531,89.0999984741211,23847200,89.19749946594239,90.30949996948242,0.0,0.0
2026-05-26,87.68000030517578,88.7300033569336,87.25,88.4000015258789,24014500,89.01299934387207,90.24849998474122,0.0,0.0
2026-05-27,87.3499984741211,88.5,86.81999969482422,87.05000305175781,22569500,88.76699943542481,90.18439994812012,0.0,0.0
2026-05-28,86.36000061035156,87.04000091552734,85.58999633789062,86.9000015258789,38803800,88.47899932861328,90.13809997558593,0.0,0.0
2026-05-29,86.0199966430664,86.66999816894531,85.66000366210938,86.19999694824219,39793600,88.09949913024903,90.08369995117188,0.0,0.0
2026-06-01,85.8499984741211,87.2300033569336,85.31999969482422,85.7300033569336,32747200,87.78899917602538,90.0356999206543,0.0,0.0
2026-06-02,83.33000183105469,85.9800033569336,83.29000091552734,85.61000061035156,42947200,87.40449943542481,89.9616999053955,0.0,0.0
2026-06-03,81.5199966430664,83.30999755859375,81.0999984741211,82.91000366210938,36714700,87.0859992980957,89.8715998840332,0.0,0.0
2026-06-04,81.55999755859375,83.69999694824219,81.37000274658203,83.19000244140625,39338800,86.75049934387206,89.79259986877442,0.0,0.0
2026-06-05,82.18000030517578,82.75,81.0,82.33000183105469,43474100,86.44699935913086,89.72029983520508,0.0,0.0
2026-06-08,82.63999938964844,83.08000183105469,81.33999633789062,81.66000366210938,33056700,86.20449943542481,89.64349983215332,0.0,0.0
2026-06-09,81.41000366210938,82.33999633789062,81.33999633789062,82.12999725341797,34787200,86.00249977111817,89.57209983825683,0.0,0.0
